57,1279.33333333333,10.6666666666667
57,920.666666666667,0
57,875.333333333333,0
57,837.333333333333,0
57,826.666666666667,0
57,811.333333333333,0
57,802.666666666667,0
57,793.333333333333,0
57,788,0
57,782.666666666667,0
57,780.666666666667,0
57,776.666666666667,0
57,748,0
57,743.333333333333,0
57,738,0
57,740.666666666667,0
57,736,0
57,738,0
57,743.333333333333,0
57,745.333333333333,0
57,733.333333333333,0
57,728,0
57,726.666666666667,0
57,584.666666666667,24
57,572.666666666667,27.3333333333333
57,574,26.6666666666667
58,580,29.3333333333333
58,578.666666666667,38.6666666666667
58,582,54.6666666666667
58,584.666666666667,74.6666666666667
58,590.666666666667,96.6666666666667
58,595.333333333333,120
58,592,145.333333333333
58,594,169.333333333333
58,618,633.333333333333
58,615.333333333333,647.333333333333
58,612.666666666667,646.666666666667
58,612,642.666666666667
58,612,639.333333333333
58,612.666666666667,635.333333333333
58,612.666666666667,634.666666666667
58,610.666666666667,634.666666666667
58,610.666666666667,634
58,613.333333333333,633.333333333333
58,615.333333333333,633.333333333333
58,637.333333333333,632.666666666667
58,580.666666666667,624
58,588,622.666666666667
