05,45.3333333333333,719.333333333333
05,44.6666666666667,719.333333333333
05,44,719.333333333333
05,43.3333333333333,719.333333333333
05,42.6666666666667,719.333333333333
05,42,719.333333333333
05,41.3333333333333,719.333333333333
05,41.3333333333333,718.666666666667
05,460.666666666667,678
05,538,678.666666666667
05,559.333333333333,681.333333333333
05,564,682
05,568.666666666667,682
05,572.666666666667,682
06,576,682.666666666667
06,578.666666666667,683.333333333333
06,581.333333333333,683.333333333333
06,584.666666666667,683.333333333333
06,610.666666666667,682
06,605.333333333333,682.666666666667
06,624,680.666666666667
06,619.333333333333,682.666666666667
06,616.666666666667,683.333333333333
06,620.666666666667,676
06,618,664
06,617.333333333333,622
06,618,600
06,618.666666666667,576.666666666667
06,620.666666666667,525.333333333333
06,637.333333333333,84
06,634,87.3333333333333
06,642,78.6666666666667
06,638,76
06,637.333333333333,73.3333333333333
06,636.666666666667,70.6666666666667
06,636.666666666667,69.3333333333333
06,636.666666666667,68
06,636.666666666667,67.3333333333333
06,638,65.3333333333333
06,638.666666666667,64
06,638.666666666667,63.3333333333333
06,638.666666666667,62.6666666666667
06,639.333333333333,62
06,639.333333333333,61.3333333333333
